32,14,2206,2220
32,12,2050,2062
32,9,1454,1463
32,12,1873,1885
32,12,1942,1954
32,12,2086,2098
32,13,2025,2038
32,9,1328,1337
32,9,1522,1531
32,9,1501,1510
64,15,5269,5284
64,14,5227,5241
64,22,6445,6467
64,15,5367,5382
64,15,5184,5199
64,17,5734,5751
64,15,6222,6237
64,15,5833,5848
64,14,6391,6405
64,15,7881,7896
128,26,27540,27566
128,37,29306,29343
128,26,23974,24000
128,47,25886,25933
128,25,27151,27176
128,26,22864,22890
128,26,22544,22570
128,25,26094,26119
128,25,24110,24135
128,25,21280,21305
256,48,88651,88699
256,48,81526,81574
256,46,85518,85564
256,64,91966,92030
256,47,85808,85855
256,48,83239,83287
256,47,91074,91121
256,47,84470,84517
256,48,94664,94712
256,48,83647,83695
512,93,327342,327435
512,93,336667,336760
512,107,328131,328238
512,91,326534,326625
512,91,331429,331520
512,91,346275,346366
512,91,321101,321192
512,91,354379,354470
512,109,327388,327497
512,91,322253,322344
1024,181,1367083,1367264
1024,185,1331670,1331855
1024,180,1478537,1478717
1024,180,1302764,1302944
1024,181,1362715,1362896
1024,185,1387303,1387488
1024,192,1363218,1363410
1024,304,1306177,1306481
1024,181,1334634,1334815
1024,180,1342397,1342577
2048,371,5675139,5675510
2048,363,5340807,5341170
2048,671,5306445,5307116
2048,361,5348358,5348719
2048,361,5243740,5244101
2048,361,5439984,5440345
2048,404,5320587,5320991
2048,361,5251498,5251859
2048,458,5510485,5510943
2048,509,5499996,5500505
4096,721,21688137,21688858
4096,842,21437518,21438360
4096,776,21223366,21224142
4096,1018,21414791,21415809
4096,721,21478175,21478896
4096,720,21484636,21485356
4096,747,21067033,21067780
4096,761,21279233,21279994
4096,721,21329075,21329796
4096,721,21139330,21140051
8192,1442,84846469,84847911
8192,1440,85339103,85340543
8192,1440,85205632,85207072
8192,1459,84829856,84831315
8192,1493,85399729,85401222
8192,1477,85471824,85473301
8192,1443,85949887,85951330
8192,1440,82333718,82335158
8192,1492,83003364,83004856
8192,1535,85731604,85733139
